번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1169,039420,케이엘넷,106102,전기 통신업,"24,154,730","12,077,365,000","500",원(KRW),02-538-0236,서울 강남구 역삼로 155(역삼동 748-14) ,1460
1170,083550,케이엠,031309,기타 섬유제품 제조업,"10,282,028","5,141,014,000","500",원(KRW),031-678-8814,강원도 평창군  평창읍 농공단지길 23-21 (주)케이엠 ,1460
1171,032500,케이엠더블유,032604,통신 및 방송 장비 제조업,"39,820,883","19,910,441,500","500",원(KRW),031 -370 -8600,경기도 화성시 영천로 183-19 (주)케이엠더블유,1460
1172,225430,케이엠제약,032004,기타 화학제품 제조업,"21,387,050","2,138,705,000","100",원(KRW),02-6915-5342,경기도 평택시 포승읍 평택항로268번길 121 -,1460
1173,064820,케이프,033101,선박 및 보트 건조업,"30,542,984","15,271,492,000","500",원(KRW),055-370-1234,경상남도 양산시  상북면 양산대로 1303  ,1460
1174,347140,케이프이에스제4호,116409,기타 금융업,"3,009,000","300,900,000","100",원(KRW),,"서울특별시 영등포구 국제금융로2길 25, 8층 ",1460
1175,256940,케이피에스,032902,특수 목적용 기계 제조업,"15,339,588","7,669,794,000","500",원(KRW),031-8041-5411,경기도 화성시 동탄면 동탄산단10길 52 &nbsp,1460
1176,024880,케이피에프,032509,기타 금속 가공제품 제조업,"17,718,250","8,859,125,000","500",원(KRW),043-849-1114,경기도 성남시 분당구 운중로 136 판교송현타워,1460
1177,042040,케이피엠테크,032004,기타 화학제품 제조업,"137,795,739","13,779,573,900","100",원(KRW),(031)489-4100,경기 안산시 원시동 816-2 ,1460
1178,054410,케이피티유,032509,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000","500",원(KRW),031-831-3000,경기도 화성시 정남면 괘랑2길 1 ,1460
1179,274090,켄코아에어로스페이스,033103,"항공기,우주선 및 부품 제조업","9,009,832","4,504,916,000","500",원(KRW),055-855-4130,경상남도 사천시 사남면 외국기업로 152-44 ,1460
1180,217600,켐온,137001,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000","100",원(KRW),031-888-6634,경기도 용인시 처인구 양지면 남평로 240 (주)켐온,1460
1181,089010,켐트로닉스,032004,기타 화학제품 제조업,"14,858,157","7,429,078,500","500",원(KRW),031-776-7690,세종특별자치시   전동면 배일길 31 ,1460
1182,220260,켐트로스,032004,기타 화학제품 제조업,"26,323,057","2,632,305,700","100",원(KRW),031-491-0653,경기도 안산시 단원구 능안로 7 -,1460
1183,052400,코나아이,105802,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000","500",원(KRW),02-2168-7500,서울특별시 영등포구  은행로 3 익스콘벤처타워 8층,1460
1184,033110,코너스톤네트웍스,074701,종합 소매업,"129,772,391","64,886,195,500","500",원(KRW),031 -730 -7332,"경기도 성남시 중원구 사기막골로45번길 14 제19층 제에이-1902호(상대원동,성남우림라이온스밸리2차)",1460
1185,094860,코닉글로리,105802,소프트웨어 개발 및 공급업,"50,642,595","5,064,259,500","100",원(KRW),02-3476-4200,"서울특별시 강남구 학동로 155(논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층) ",1460
1186,046070,코다코,033003,자동차 신품 부품 제조업,"39,064,256","19,532,128,000","500",원(KRW),041-411-3100,충청남도 천안시 서북구  입장면 신대길 8 ,1460
1187,047770,코데즈컴바인,031401,봉제의복 제조업,"37,842,602","18,921,301,000","500",원(KRW),02-2239-1414,"서울특별시 강남구 강남대로136길 64 (논현동, 신평빌딩) ",1460
1188,078940,코드네이처,064203,전기 및 통신 공사업,"30,151,608","15,075,804,000","500",원(KRW),070-4035-4576,서울특별시 성동구 성수이로 51 서울숲한라시그마밸리1차 505-507호(성수동2가),1460
1189,080530,코디,032004,기타 화학제품 제조업,"24,203,974","12,101,987,000","500",원(KRW),031-322-7788,"경기도 용인시 수지구 광교중앙로 338 A동(상현동, 광교우미뉴브) -호실(총12개):A301, A302, A303, A304, A308, A309, A310, A315, A316, A317, A319, A320 ",1460
1190,224060,코디엠,032902,특수 목적용 기계 제조업,"263,233,774","26,323,377,400","100",원(KRW),0416209000,충청남도 천안시 서북구 백석공단2길 62 ,1460
1191,078650,코렌,032703,사진장비 및 광학기기 제조업,"68,975,373","34,487,686,500","500",원(KRW),031-740-6800,경기도 성남시 중원구 사기막골로 90 (상대원동) 1층 (주)코렌,1460
1192,104540,코렌텍,032701,의료용 기기 제조업,"10,587,341","5,293,670,500","500",원(KRW),041-585-7114,충청남도 천안시 서북구 입장면 영산홍1길 12 ,1460
1193,027050,코리아나,032004,기타 화학제품 제조업,"40,000,000","20,000,000,000","500",원(KRW),02  -580 -8522,충청남도 천안시 서북구 성거읍 삼곡2길 6 ,1460
1194,290510,코리아센터,105802,소프트웨어 개발 및 공급업,"72,999,812","7,346,901,200","100",원(KRW),02-2026-2300,서울특별시 금천구 가산디지털1로 168 A동 1401호 &nbsp,1460
1195,190650,코리아에셋투자증권,116409,기타 금융업,"6,388,000","31,940,000,000","5,000",원(KRW),02-550-6200,서울특별시 영등포구 여의나루로 57 &nbsp,1460
1196,101670,코리아에스이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","18,900,000","3,780,000,000","200",원(KRW),031-466-4822,경기도 광주시  오포읍 오포안로 46-10 ,1460
1197,123410,코리아에프티,033003,자동차 신품 부품 제조업,"27,841,064","2,784,106,400","100",원(KRW),070-7093-1500,경기도 안성시 원곡면 섬바위길 23 ,1460
1198,036690,코맥스,032604,통신 및 방송 장비 제조업,"14,991,767","7,495,883,500","500",원(KRW),031-739-3564,경기도 성남시 중원구 둔촌대로 494 ,1460
1199,049430,코메론,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000","500",원(KRW),051 -290 -3100,부산광역시 사하구 장평로 73 (주)코메론,1460
1200,183300,코미코,032902,특수 목적용 기계 제조업,"9,769,540","4,884,770,000","500",원(KRW),031-8056-5800,경기도 안성시 모산로 8 ,1460
1201,041960,코미팜,032102,의약품 제조업,"64,185,876","6,418,587,600","100",원(KRW),031-498-6104,경기도 시흥시  경제로 17 ,1460
1202,089890,코세스,032902,특수 목적용 기계 제조업,"16,584,962","8,425,981,000","500",원(KRW),032-662-2224,경기도 부천시 오정구  산업로 62 ,1460
1203,009730,코센,032401,1차 철강 제조업,"29,170,165","14,585,082,500","500",원(KRW),02-598-5133,전라북도 부안군  행안면 부안농공단지길 29 ,1460
1204,082660,코스나인,032604,통신 및 방송 장비 제조업,"30,084,881","15,042,440,500","500",원(KRW),02-6350-1792,경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인,1460
1205,222040,코스맥스엔비티,031007,기타 식품 제조업,"20,628,000","10,314,000,000","500",원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,1460
1206,241710,코스메카코리아,032004,기타 화학제품 제조업,"10,680,000","5,340,000,000","500",원(KRW),043-531-2293,충청북도 음성군 대소면 대금로 196번길 17-12 ,1460
1207,069110,코스온,032004,기타 화학제품 제조업,"20,173,312","10,086,656,000","500",원(KRW),02-3454-0276,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",1460
1208,166480,코아스템,032102,의약품 제조업,"15,717,440","7,858,720,000","500",원(KRW),02-497-3711,경기도 성남시 분당구 판교로255번길 24 (삼평동),1460
1209,045970,코아시아,032601,반도체 제조업,"26,314,876","13,157,438,000","500",원(KRW),02-6985-6099,인천광역시 남동구  남동서로 193 (주)비에스이홀딩스,1460
1210,029960,코엔텍,053802,폐기물 처리업,"50,000,000","25,000,000,000","500",원(KRW),(052)228-7300,울산 남구 용잠동 산 157 ,1460
1211,102940,코오롱생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"11,412,356","5,706,178,000","500",원(KRW),02-3677-4151,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 ,1460
1212,950160,코오롱티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"61,117,550","0","0",미국달러(USD),1-301-921-6000,"Rockville, MD, USA 9713 Key West Ave Suite 300 ",1460
1213,033290,코웰패션,074704,"섬유, 의복, 신발 및 가죽제품 소매업","88,500,234","46,532,198,500","500",원(KRW),031 -217 -2500,경기 수원시 팔달구 원천동 381 ,1460
1214,056360,코위버,032604,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000","500",원(KRW),(02)3140-3300,서울특별시 강서구 마곡중앙8로7길 45 (마곡동) ,1460
1215,282880,코윈테크,032902,특수 목적용 기계 제조업,"9,251,492","4,625,746,000","500",원(KRW),041-547-2131,충청남도 아산시 둔포면 아산밸리동로 254 ,1460
1216,121850,코이즈,032202,플라스틱제품 제조업,"15,411,517","7,705,758,500","500",원(KRW),070-8255-6400,충청북도 충주시  대소원면 첨단산업로 146 코이즈,1460
1217,015710,코콤,032604,통신 및 방송 장비 제조업,"17,530,500","8,765,250,000","500",원(KRW),02  -6675-2135,서울 강서구 염창동 260-7 ,1460
1218,052330,코텍,032605,영상 및 음향기기 제조업,"15,574,552","7,787,276,000","500",원(KRW),032-860-3000,인천광역시 연수구 벤처로24번길 26 ,1460
1219,126600,코프라,032002,합성고무 및 플라스틱 물질 제조업,"21,115,634","10,557,817,000","500",원(KRW),031-499-2195,경기도 화성시  장안면 상두원길 142 ,1460
1220,200130,콜마비앤에이치,032101,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000","500",원(KRW),02-2286-3223,대전광역시 유성구 테크노3로 22 -,1460
1221,317690,퀀타매트릭스,032701,의료용 기기 제조업,"14,589,324","7,294,662,000","500",원(KRW),02-6947-7605,서울특별시 종로구 대학로 71 서울대학교병원 의학연구혁신센터 지하1층 105호-109호,1460
1222,060280,큐렉소,074708,기타 상품 전문 소매업,"33,403,061","16,701,530,500","500",원(KRW),031-478-0660,"서울특별시 서초구  강남대로 577 잠원동, 4층",1460
1223,040350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","113,758,041","56,879,020,500","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)",1460
1224,051780,큐로홀딩스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","103,310,321","51,655,160,500","500",원(KRW),02-2141-3000,"서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)",1460
1225,115180,큐리언트,137001,자연과학 및 공학 연구개발업,"8,843,589","4,421,794,500","500",원(KRW),031-8060-1600,"경기도 성남시 분당구 판교로 242, C동 8층 ",1460
1226,043090,큐브앤컴퍼니,074607,기타 전문 도매업,"32,590,313","16,295,156,500","500",원(KRW),02-569-7610,서울특별시 금천구 디지털로9길 41 삼성아이티해링턴타워 16층 ,1460
1227,182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업,"34,518,838","3,451,883,800","100",원(KRW),02-3445-1045,서울특별시 성동구 아차산로 83 - ,1460
1228,066310,큐에스아이,032601,반도체 제조업,"8,278,230","4,139,115,000","500",원(KRW),041-410-5000,충청남도 천안시 서북구  성거읍 천흥8길 17 ,1460
1229,016600,큐캐피탈,116409,기타 금융업,"167,901,923","83,950,961,500","500",원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) ,1460
1230,043590,크로바하이텍,032601,반도체 제조업,"23,300,000","11,650,000,000","500",원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57 ,1460
1231,114120,크루셜텍,032602,전자부품 제조업,"20,961,315","20,961,315,000","1,000",원(KRW),041-913-0001,"경기도 성남시 분당구 판교로 242 제에이동 7층 703호(삼평동, 판교디지털센터)",1460
1232,110790,크리스에프앤씨,031401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176 ,1460
1233,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926","0.5",미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",1460
1234,083790,크리스탈지노믹스,137001,자연과학 및 공학 연구개발업,"45,891,205","22,945,602,500","500",원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",1460
1235,045520,크린앤사이언스,032901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000","500",원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호 ,1460
1236,214150,클래시스,032701,의료용 기기 제조업,"64,709,168","6,470,916,800","100",원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",1460
1237,352770,클리노믹스,032103,의료용품 및 기타 의약 관련제품 제조업,"13,205,141","1,320,514,100","100",원(KRW),070-8286-6966,"울산광역시 울주군 언양읍 유니스트길 50, 110동 3층 301-3호(울산과학기술원) ",1460
1238,237880,클리오,032004,기타 화학제품 제조업,"17,150,088","8,575,044,000","500",원(KRW),02-514-0056,서울특별시 성동구 왕십리로 66 - ,1460
1239,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"13,546,307","6,773,153,500","500",원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1460
1240,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000","100",원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",1460
1241,054780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000","500",원(KRW),02-3444-2002,서울특별시 강남구 학동로11길 30 - ,1460
1242,219130,타이거일렉,032602,전자부품 제조업,"6,314,290","3,157,145,000","500",원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33 ,1460
1243,065130,탑엔지니어링,032902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500","500",원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17 ,1460
1244,023160,태광,032401,1차 철강 제조업,"26,500,000","13,250,000,000","500",원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12 ,1460
1245,053620,태양,032509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주) ,1460
1246,044490,태웅,032509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500","500",원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67 ,1460
1247,124560,태웅로직스,085209,기타 운송관련 서비스업,"19,536,792","1,953,679,200","100",원(KRW),02-2029-4300,"서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩) ",1460
1248,191420,테고사이언스,032101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000","500",원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) ",1460
1249,073640,테라사이언스,032509,기타 금속 가공제품 제조업,"58,617,159","5,861,715,900","100",원(KRW),055-213-7000,경남 창원시 성주동 30-5번지 ,1460
1250,182690,테라셈,032601,반도체 제조업,"21,163,148","10,581,574,000","500",원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9 ,1460
1251,066700,테라젠이텍스,032102,의약품 제조업,"32,414,435","16,207,217,500","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,1460
1252,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,1460
1253,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","14,759,577","7,379,788,500","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,1460
1254,089030,테크윙,032902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,1460
1255,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,1460
1256,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,175,875","4,587,937,500","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",1460
1257,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"87,509,012","8,750,901,200","100",원(KRW),031-371-8502,경기도 용인시 기흥구 공세로 54 -,1460
1258,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","42,817,169","4,281,716,900","100",원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,1460
1259,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,1460
1260,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,1460
1261,108230,톱텍,032902,특수 목적용 기계 제조업,"38,023,245","19,147,956,000","500",원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업5로 140-22 - ,1460
1262,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"31,804,885","15,902,442,500","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",1460
1263,105550,트루윈,032602,전자부품 제조업,"12,171,807","6,085,903,500","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1460
1264,026150,특수건설,064102,토목 건설업,"15,625,726","7,812,863,000","500",원(KRW),02-590-6400,서울특별시 서초구 서운로 7 - ,1460
1265,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000","100",원(KRW),02-3461-6531,서울특별시 강남구 학동로5길 7 ,1460
1266,117730,티로보틱스,032902,특수 목적용 기계 제조업,"11,158,858","5,579,429,000","500",원(KRW),031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동),1460
1267,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1460
1268,057680,티사이언티픽,105802,소프트웨어 개발 및 공급업,"46,826,217","23,413,108,500","500",원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,1460
1269,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1460
1270,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,407,415","4,203,707,500","500",원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",1460
1271,340570,티앤엘,032103,의료용품 및 기타 의약 관련제품 제조업,"4,064,000","2,432,000,000","500",원(KRW),031-323-3113,경기도 용인시 처인구 남사면 원암로 63 &nbsp,1460
1272,277880,티에스아이,032902,특수 목적용 기계 제조업,"9,267,115","4,633,557,500","500",원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66 ,1460
1273,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1460
1274,356860,티엘비,032602,전자부품 제조업,"4,916,315","2,458,157,500","500",원(KRW),031-8040-2055,경기도 안산시 단원구 신원로 305 ,1460
1275,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW),031-784-6800,"경기도 성남시 중원구 양현로 405번길 12티엘아이빌딩 7층, 8층, 9층 10층 ",1460
1276,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,471,826","11,735,913,000","500",원(KRW),070-4162-7320,"경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)",1460
1277,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1460
1278,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1460
1279,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"10,791,244","5,395,622,000","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1460
1280,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1460
1281,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000","500",원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,1460
1282,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,1460
1283,033540,파라텍,032902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000","500",원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,1460
1284,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,785,447","19,392,723,500","500",원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,1460
1285,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,789,072","4,894,536,000","500",원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,1460
1286,208340,파멥신,032102,의약품 제조업,"14,234,550","7,117,275,000","500",원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,1460
1287,177830,파버나인,032602,전자부품 제조업,"13,532,347","6,766,173,500","500",원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,1460
1288,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000","500",원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,1460
1289,150900,파수,105802,소프트웨어 개발 및 공급업,"11,153,093","5,576,546,500","500",원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,1460
1290,037030,파워넷,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","15,879,575","15,879,575,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 ,1460
1291,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000","500",원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,1460
1292,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000","500",원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,1460
1293,049120,파인디앤씨,032602,전자부품 제조업,"26,359,944","13,179,972,000","500",원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,1460
1294,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500","500",원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,1460
1295,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"43,407,136","21,703,568,000","500",원(KRW),031-463-8800,경기도 안양시 만안구 전파로24번길 93(안양동) (주)파인테크닉스 ,1460
1296,131760,파인텍,032902,특수 목적용 기계 제조업,"42,925,080","21,462,540,000","500",원(KRW),02-711-7900,서울특별시 마포구 마포대로 38 내제2층202호(도화동),1460
1297,065690,파커스,032601,반도체 제조업,"13,963,509","6,981,754,500","500",원(KRW),02-3443-5360,충남 천안시 성거읍 천흥리316-4 ,1460
1298,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,668,855","3,334,427,500","500",원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",1460
1299,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000","500",원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,1460
1300,038160,팍스넷,106309,기타 정보 서비스업,"12,240,376","6,120,188,000","500",원(KRW),000-1688-5010,서울특별시 강남구 논현로 803 (신사동),1460
1301,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500","500",원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 ,1460
1302,318010,팜스빌,031007,기타 식품 제조업,"7,929,338","3,964,669,000","500",원(KRW),02-553-1323,서울특별시 강서구 마곡중앙8로3길 37 - ,1460
1303,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"111,416,600","57,508,629,000","500",원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,1460
1304,225590,패션플랫폼,031401,봉제의복 제조업,"26,636,713","2,663,671,300","100",원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층,1460
1305,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"52,447,890","26,223,945,000","500",원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,1460
1306,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","27,247,982","13,623,991,000","500",원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,1460
1307,222110,팬젠,032102,의약품 제조업,"9,641,781","4,820,890,500","500",원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",1460
1308,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"13,079,850","6,539,925,000","500",원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24 (관양동, 펄어비스 안양오피스)",1460
1309,251970,펌텍코리아,032202,플라스틱제품 제조업,"12,400,000","6,200,000,000","500",원(KRW),0326834080,인천광역시 부평구 부평대로329번길 46 ,1460
1310,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000","500",원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,1460
1311,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,1460
1312,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000","500",원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,1460
1313,016670,포비스티앤씨,074607,기타 전문 도매업,"86,559,394","43,279,697,000","500",원(KRW),02-2046-9323,"서울특별시 용산구 서빙고로51길 52 6,7층 ",1460
1314,056730,포스링크,074607,기타 전문 도매업,"70,703,912","35,351,956,000","500",원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",1460
1315,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500","500",원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,1460
1316,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,1460
1317,189690,포시에스,105802,소프트웨어 개발 및 공급업,"8,260,611","4,130,305,500","500",원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,1460
